NE Name,Resource Name,Queue Block,Queue Number,Time,Dequeued (Bytes),Dequeued (Frames),Dropped (Bytes),Dropped (Frames)
NACM_172.17.238.90,Ethernet 1/3,0/1,4,2026-02-05 14:40:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,4,2026-02-05 14:42:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,4,2026-02-05 14:44:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,4,2026-02-05 14:46:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,4,2026-02-05 14:48:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,4,2026-02-05 14:50:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,4,2026-02-05 14:52:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,4,2026-02-05 14:54:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,4,2026-02-05 14:56:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,4,2026-02-05 14:58:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,4,2026-02-05 15:00:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:02:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:04:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:06:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:08:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:10:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:12:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:14:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:16:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:18:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:20:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:22:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:24:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:26:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:28:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:30:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:32:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:34:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:36:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:38:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:40:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:42:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:44:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:46:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:48:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:50:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:52:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:54:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:56:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 14:58:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,5,2026-02-05 15:00:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:02:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:04:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:06:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:08:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:10:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:12:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:14:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:16:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:18:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:20:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:22:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:24:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:26:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:28:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:30:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:32:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:34:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:36:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:38:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:40:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:42:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:44:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:46:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:48:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:50:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:52:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:54:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:56:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 14:58:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,6,2026-02-05 15:00:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:02:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:04:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:06:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:08:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:10:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:12:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:14:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:16:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:18:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:20:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:22:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:24:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:26:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:28:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:30:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:32:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:34:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:36:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:38:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:40:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:42:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:44:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:46:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:48:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:50:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:52:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:54:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:56:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 14:58:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/3,0/1,7,2026-02-05 15:00:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:02:17,1982156544,15485598,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:04:17,2127508352,16621159,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:06:17,2274007424,17765683,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:08:17,2419955712,18905904,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:10:17,2565913088,20046196,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:12:17,2711798784,21185928,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:14:17,2857718400,22325925,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:16:17,3003712512,23466504,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:18:17,3149634688,24606521,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:20:17,3295519104,25746243,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:22:17,3441476608,26886536,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:24:17,3587398528,28026551,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:26:17,3733252480,29166035,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:28:17,3879136512,30305754,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:30:17,4025093248,31446041,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:32:17,4171014144,32586048,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:34:17,4316891776,33725717,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:36:17,4462850176,34866017,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:38:17,4608734336,36005737,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:40:17,4754084864,37141288,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:42:17,4900584320,38285815,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:44:17,5046533120,39426040,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:46:17,5192491264,40566338,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:48:17,5338376320,41706065,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:50:17,5484259840,42845780,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:52:17,5630180992,43985789,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:54:17,5776212352,45126659,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:56:17,5892047744,46031623,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 14:58:17,6004710528,46911801,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,0,2026-02-05 15:00:17,6004710528,46911801,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:02:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:04:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:06:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:08:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:10:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:12:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:14:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:16:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:18:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:20:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:22:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:24:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:26:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:28:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:30:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:32:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:34:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:36:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:38:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:40:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:42:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:44:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:46:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:48:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:50:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:52:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:54:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:56:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 14:58:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,1,2026-02-05 15:00:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:02:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:04:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:06:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:08:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:10:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:12:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:14:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:16:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:18:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:20:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:22:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:24:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:26:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:28:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:30:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:32:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:34:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:36:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:38:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:40:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:42:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:44:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:46:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:48:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:50:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:52:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:54:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:56:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 14:58:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,2,2026-02-05 15:00:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:02:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:04:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:06:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:08:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:10:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:12:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:14:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:16:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:18:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:20:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:22:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:24:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:26:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:28:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:30:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:32:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:34:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:36:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:38:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:40:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:42:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:44:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:46:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:48:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:50:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:52:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:54:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:56:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 14:58:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,3,2026-02-05 15:00:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:02:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:04:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:06:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:08:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:10:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:12:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:14:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:16:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:18:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:20:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:22:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:24:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:26:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:28:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:30:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:32:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:34:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:36:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:38:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:40:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:42:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:44:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:46:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:48:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:50:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:52:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:54:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:56:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 14:58:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,4,2026-02-05 15:00:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:02:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:04:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:06:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:08:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:10:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:12:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:14:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:16:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:18:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:20:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:22:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:24:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:26:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:28:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:30:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:32:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:34:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:36:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:38:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:40:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:42:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:44:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:46:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:48:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:50:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:52:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:54:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:56:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 14:58:17,0,0,0,0
NACM_172.17.238.90,Ethernet 1/4,0/1,5,2026-02-05 15:00:17,0,0,0,0
